hash,family,seed,result,time,conflicts,decisions,propagations,returncode,maquina
c2885cf0f5bf276ae4b90e1b7cc6dc46,cryptography,123,SAT,6.213,41556.000,290871.000,5611827.000,10,pc1
c2885cf0f5bf276ae4b90e1b7cc6dc46,cryptography,777,SAT,7.895,48842.000,340531.000,7471429.000,10,pc1
c3145593f27dff74d60bd837f95ad3aa,cryptography,42,SAT,63.180,715636.000,926803.000,52496623.000,10,pc1
c3145593f27dff74d60bd837f95ad3aa,cryptography,123,SAT,100.143,851580.000,1080705.000,60188831.000,10,pc1
c3145593f27dff74d60bd837f95ad3aa,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
c46cf18bdbfca9e64b038f995e3d1a94,cryptography,42,SAT,0.133,0.000,0.000,7278.000,10,pc1
c46cf18bdbfca9e64b038f995e3d1a94,cryptography,123,SAT,0.132,0.000,0.000,7278.000,10,pc1
c46cf18bdbfca9e64b038f995e3d1a94,cryptography,777,SAT,0.136,0.000,0.000,7278.000,10,pc1
c5acbd27a083c911ab5c6540b638a2db,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
c5acbd27a083c911ab5c6540b638a2db,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
c5acbd27a083c911ab5c6540b638a2db,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
c6b5706d1b1afbebf18a5067a8f98e1d,cryptography,42,SAT,121.665,202733.000,832389.000,101943711.000,10,pc1
c6b5706d1b1afbebf18a5067a8f98e1d,cryptography,123,SAT,75.388,166558.000,766711.000,71295868.000,10,pc1
c6b5706d1b1afbebf18a5067a8f98e1d,cryptography,777,SAT,100.256,167454.000,751033.000,95363592.000,10,pc1
c8da226b105aead63428f75bd6060670,cryptography,42,SAT,101.336,925170.000,1153666.000,70963379.000,10,pc1
c8da226b105aead63428f75bd6060670,cryptography,123,SAT,67.969,643066.000,803145.000,61464522.000,10,pc1
c8da226b105aead63428f75bd6060670,cryptography,777,SAT,350.340,2674891.000,3355894.000,180128831.000,10,pc1
c8feaa9803b904cdee90694c654147f2,cryptography,42,SAT,635.128,2136701.000,2253485.000,96375047.000,10,pc1
c8feaa9803b904cdee90694c654147f2,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
c8feaa9803b904cdee90694c654147f2,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
ca675aeca2450ad1e330bdadb41320de,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
ca675aeca2450ad1e330bdadb41320de,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
ca675aeca2450ad1e330bdadb41320de,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
cb4830f02309ce485b18d761675e32c0,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
cb4830f02309ce485b18d761675e32c0,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
cb4830f02309ce485b18d761675e32c0,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
cc67be7ae5a65ae5665e5ef9397f6a3d,cryptography,42,SAT,388.700,1517407.000,7456201.000,268825188.000,10,pc1
cc67be7ae5a65ae5665e5ef9397f6a3d,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
cc67be7ae5a65ae5665e5ef9397f6a3d,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
cf3e3966cab271572496706623621db1,cryptography,42,SAT,3.205,43106.000,56189.000,2955282.000,10,pc1
cf3e3966cab271572496706623621db1,cryptography,123,SAT,3.203,33379.000,47201.000,2841372.000,10,pc1
cf3e3966cab271572496706623621db1,cryptography,777,SAT,3.325,36572.000,50145.000,2685073.000,10,pc1
d45ce74aa51bf078725a22d8f4b5f253,cryptography,42,SAT,0.171,0.000,0.000,7295.000,10,pc1
d45ce74aa51bf078725a22d8f4b5f253,cryptography,123,SAT,0.158,0.000,0.000,7295.000,10,pc1
d45ce74aa51bf078725a22d8f4b5f253,cryptography,777,SAT,0.215,0.000,0.000,7295.000,10,pc1
d7c70bef991df85822145b9457127cea,cryptography,42,SAT,4.515,57760.000,73732.000,3564243.000,10,pc1
d7c70bef991df85822145b9457127cea,cryptography,123,SAT,3.302,37645.000,48942.000,2781254.000,10,pc1
d7c70bef991df85822145b9457127cea,cryptography,777,SAT,3.373,50266.000,68397.000,3307175.000,10,pc1
d8c6caa9a5ecf5ba05e3d4de66ae7972,cryptography,42,SAT,141.004,406367.000,965084.000,265843896.000,10,pc1
d8c6caa9a5ecf5ba05e3d4de66ae7972,cryptography,123,SAT,377.453,1217643.000,2527546.000,627028027.000,10,pc1
d8c6caa9a5ecf5ba05e3d4de66ae7972,cryptography,777,SAT,279.021,817614.000,1733805.000,478280836.000,10,pc1
d9042de56b5a0ee763ad7f9629aa52f8,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
d9042de56b5a0ee763ad7f9629aa52f8,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
d9042de56b5a0ee763ad7f9629aa52f8,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
dc306e55bbd71adf6e14a7e3e0aa8b4a,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
dc306e55bbd71adf6e14a7e3e0aa8b4a,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
dc306e55bbd71adf6e14a7e3e0aa8b4a,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
eba7f569a9faed0b8e88ce3d6fa576f7,cryptography,42,SAT,35.041,513015.000,2505218.000,37965487.000,10,pc1
eba7f569a9faed0b8e88ce3d6fa576f7,cryptography,123,SAT,55.024,783787.000,3553038.000,55636077.000,10,pc1
eba7f569a9faed0b8e88ce3d6fa576f7,cryptography,777,SAT,51.165,784455.000,3571138.000,55506204.000,10,pc1
ecca77b5350eca6a4323edd5b38208c6,cryptography,42,SAT,183.959,1034312.000,8230836.000,110701823.000,10,pc1
ecca77b5350eca6a4323edd5b38208c6,cryptography,123,SAT,83.253,512292.000,4629492.000,53556822.000,10,pc1
ecca77b5350eca6a4323edd5b38208c6,cryptography,777,SAT,119.850,653914.000,5435451.000,70845974.000,10,pc1
f35598a7f825266b848022f07fd71e7f,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
f35598a7f825266b848022f07fd71e7f,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
f35598a7f825266b848022f07fd71e7f,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
f57f9b3e3eb5fb8fea5ebde6f8ae8820,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
f57f9b3e3eb5fb8fea5ebde6f8ae8820,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
f57f9b3e3eb5fb8fea5ebde6f8ae8820,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
f640e39db9ae2d1da0f1212dae34f424,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
f640e39db9ae2d1da0f1212dae34f424,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
f640e39db9ae2d1da0f1212dae34f424,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
f65e6b35a8aeb517edca599b8ad1d443,cryptography,42,SAT,263.200,2244568.000,2799823.000,154587835.000,10,pc1
f65e6b35a8aeb517edca599b8ad1d443,cryptography,123,SAT,40.215,418953.000,518183.000,38124854.000,10,pc1
f65e6b35a8aeb517edca599b8ad1d443,cryptography,777,SAT,68.764,684237.000,870282.000,59792294.000,10,pc1
f6e17b4abfa8ea9b89899525baf5e253,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
f6e17b4abfa8ea9b89899525baf5e253,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
f6e17b4abfa8ea9b89899525baf5e253,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
f74506246cab3ad1ce2945b420d159c2,cryptography,42,SAT,0.216,0.000,0.000,15505.000,10,pc1
f74506246cab3ad1ce2945b420d159c2,cryptography,123,SAT,0.237,0.000,0.000,15505.000,10,pc1
f74506246cab3ad1ce2945b420d159c2,cryptography,777,SAT,0.516,0.000,0.000,15505.000,10,pc1
fb8870796ae73ec7998376bda529f6b1,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
fb8870796ae73ec7998376bda529f6b1,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
fb8870796ae73ec7998376bda529f6b1,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
fbc694fc1c89942c03419264d204185c,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
fbc694fc1c89942c03419264d204185c,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
fbc694fc1c89942c03419264d204185c,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
fcfefd89b9c39178f7f0589deb1c36a2,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
fcfefd89b9c39178f7f0589deb1c36a2,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
fcfefd89b9c39178f7f0589deb1c36a2,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
fe6c4ae7ffa9af61ca62caf3cd2d1ec1,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
fe6c4ae7ffa9af61ca62caf3cd2d1ec1,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
fe6c4ae7ffa9af61ca62caf3cd2d1ec1,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
ffc6478580fa7b48bfe3f7c7097accf0,cryptography,42,TIMEOUT,800.000,,,,-1,pc1
ffc6478580fa7b48bfe3f7c7097accf0,cryptography,123,TIMEOUT,800.000,,,,-1,pc1
ffc6478580fa7b48bfe3f7c7097accf0,cryptography,777,TIMEOUT,800.000,,,,-1,pc1
008e7716c69009090ff6bd0048dc55f8,hardware-verification,42,UNSAT,57.026,1924423.000,2997531.000,97217627.000,20,pc2
008e7716c69009090ff6bd0048dc55f8,hardware-verification,123,UNSAT,77.014,2756388.000,4125147.000,123793704.000,20,pc2
008e7716c69009090ff6bd0048dc55f8,hardware-verification,777,UNSAT,75.223,2795528.000,3973668.000,124691136.000,20,pc2
01225987412b6f8423cc68be93385f6e,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
01225987412b6f8423cc68be93385f6e,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
01225987412b6f8423cc68be93385f6e,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
01dd5feb463fa80f73809718f6ff735b,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
01dd5feb463fa80f73809718f6ff735b,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
01dd5feb463fa80f73809718f6ff735b,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
021686368317a35103f1f671f783d958,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
021686368317a35103f1f671f783d958,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
021686368317a35103f1f671f783d958,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
02609dfe236c0c2beeac79e61cbe6151,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
02609dfe236c0c2beeac79e61cbe6151,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
02609dfe236c0c2beeac79e61cbe6151,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
06e997650b24ac5b5f87c1c64f4a5dcb,hardware-verification,42,UNSAT,2.108,90.000,11111.000,1543103.000,20,pc2
06e997650b24ac5b5f87c1c64f4a5dcb,hardware-verification,123,UNSAT,2.075,90.000,11111.000,1543103.000,20,pc2
06e997650b24ac5b5f87c1c64f4a5dcb,hardware-verification,777,UNSAT,1.888,90.000,11111.000,1543103.000,20,pc2
0d32d1684e3bf275566925e996ee525b,hardware-verification,42,SAT,13.339,72344.000,257120.000,38124959.000,10,pc2
0d32d1684e3bf275566925e996ee525b,hardware-verification,123,SAT,8.962,41789.000,178772.000,23905749.000,10,pc2
0d32d1684e3bf275566925e996ee525b,hardware-verification,777,SAT,10.301,43335.000,170951.000,26953492.000,10,pc2
0e5473ee6c2085b34c798f23fbebc08e,hardware-verification,42,UNSAT,311.329,2295505.000,9021928.000,383840577.000,20,pc2
0e5473ee6c2085b34c798f23fbebc08e,hardware-verification,123,UNSAT,290.745,2063077.000,7862392.000,343579297.000,20,pc2
0e5473ee6c2085b34c798f23fbebc08e,hardware-verification,777,UNSAT,287.868,2153581.000,8194673.000,347341356.000,20,pc2
123f20f98b8ceea5bb6a17bc0189f52e,hardware-verification,42,UNSAT,18.710,113612.000,747193.000,43040172.000,20,pc2
123f20f98b8ceea5bb6a17bc0189f52e,hardware-verification,123,UNSAT,18.550,119717.000,779694.000,43617775.000,20,pc2
123f20f98b8ceea5bb6a17bc0189f52e,hardware-verification,777,UNSAT,16.506,92782.000,657933.000,37888212.000,20,pc2
142d58c9e9d4f66ef43a1ba97a7ed3aa,hardware-verification,42,SAT,26.701,111670.000,721140.000,45291682.000,10,pc2
142d58c9e9d4f66ef43a1ba97a7ed3aa,hardware-verification,123,SAT,23.958,66896.000,582711.000,38266169.000,10,pc2
142d58c9e9d4f66ef43a1ba97a7ed3aa,hardware-verification,777,SAT,14.367,29711.000,323263.000,17482202.000,10,pc2
1528eb6d52af13c24177d4b4dcc3621e,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
1528eb6d52af13c24177d4b4dcc3621e,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
1528eb6d52af13c24177d4b4dcc3621e,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
19308e66f43a54e66e9ea9c9cbfd2c5d,hardware-verification,42,UNSAT,3.426,59132.000,122271.000,10977696.000,20,pc2
19308e66f43a54e66e9ea9c9cbfd2c5d,hardware-verification,123,UNSAT,3.851,59462.000,124988.000,10267621.000,20,pc2
19308e66f43a54e66e9ea9c9cbfd2c5d,hardware-verification,777,UNSAT,3.019,45420.000,97928.000,9005068.000,20,pc2
1a54d40df8c785978f943b19a073f498,hardware-verification,42,UNSAT,148.523,1188483.000,3993944.000,165900389.000,20,pc2
1a54d40df8c785978f943b19a073f498,hardware-verification,123,UNSAT,210.269,1473750.000,5099238.000,221640504.000,20,pc2
1a54d40df8c785978f943b19a073f498,hardware-verification,777,UNSAT,203.706,1452604.000,4884716.000,234918314.000,20,pc2
1b03ec4f0dbdfc0ad208c315f08197ea,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
1b03ec4f0dbdfc0ad208c315f08197ea,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
1b03ec4f0dbdfc0ad208c315f08197ea,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
1c75c324c67bd3d1017b9445047fac73,hardware-verification,42,UNSAT,300.620,1642862.000,4666333.000,352917804.000,20,pc2
1c75c324c67bd3d1017b9445047fac73,hardware-verification,123,UNSAT,333.855,1957472.000,5382184.000,371256256.000,20,pc2
1c75c324c67bd3d1017b9445047fac73,hardware-verification,777,UNSAT,264.893,1799845.000,4833022.000,354071295.000,20,pc2
1e3bc16711797a3757873f6768a50bf9,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
1e3bc16711797a3757873f6768a50bf9,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
1e3bc16711797a3757873f6768a50bf9,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
238ac19e2323131e3e64e24de08edda6,hardware-verification,42,UNSAT,533.795,5412438.000,19878328.000,3201553548.000,20,pc2
238ac19e2323131e3e64e24de08edda6,hardware-verification,123,UNSAT,224.436,2361404.000,10743695.000,1488994215.000,20,pc2
238ac19e2323131e3e64e24de08edda6,hardware-verification,777,UNSAT,260.998,2733697.000,11087618.000,1568989588.000,20,pc2
24085934701c1459db776550a3584376,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
24085934701c1459db776550a3584376,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
24085934701c1459db776550a3584376,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
266eb88975be72196f5bc82f371464c1,hardware-verification,42,UNSAT,50.354,673372.000,2477946.000,77143734.000,20,pc2
266eb88975be72196f5bc82f371464c1,hardware-verification,123,UNSAT,57.742,781977.000,2611380.000,89329669.000,20,pc2
266eb88975be72196f5bc82f371464c1,hardware-verification,777,UNSAT,41.225,537729.000,2095796.000,67683297.000,20,pc2
2990a988ad038b3042c99ae04fe67aa2,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
2990a988ad038b3042c99ae04fe67aa2,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
2990a988ad038b3042c99ae04fe67aa2,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
29cdfa5d3fa13d709b509d8194f5e1da,hardware-verification,42,SAT,31.400,126237.000,647169.000,69662603.000,10,pc2
29cdfa5d3fa13d709b509d8194f5e1da,hardware-verification,123,SAT,32.402,128004.000,646213.000,72298679.000,10,pc2
29cdfa5d3fa13d709b509d8194f5e1da,hardware-verification,777,SAT,67.317,296287.000,1150961.000,127724899.000,10,pc2
2b1e5d364a185c3b87130064694dabe5,hardware-verification,42,SAT,414.091,482005.000,5796536.000,636331234.000,10,pc2
2b1e5d364a185c3b87130064694dabe5,hardware-verification,123,SAT,253.962,145776.000,2636446.000,273978186.000,10,pc2
2b1e5d364a185c3b87130064694dabe5,hardware-verification,777,SAT,406.916,454930.000,6506556.000,578285486.000,10,pc2
2c99d11353db6e6ba0768ccb9951379b,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
2c99d11353db6e6ba0768ccb9951379b,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
2c99d11353db6e6ba0768ccb9951379b,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
318c711fcd004ffce67b958b200fe04e,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
318c711fcd004ffce67b958b200fe04e,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
318c711fcd004ffce67b958b200fe04e,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
33bc7daf6c398d1577e904833e889e33,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
33bc7daf6c398d1577e904833e889e33,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
33bc7daf6c398d1577e904833e889e33,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
341c4f501ceb036a1ff19f653986cf04,hardware-verification,42,UNSAT,3.685,17834.000,40306.000,11038303.000,20,pc2
341c4f501ceb036a1ff19f653986cf04,hardware-verification,123,UNSAT,4.121,29583.000,60163.000,13537676.000,20,pc2
341c4f501ceb036a1ff19f653986cf04,hardware-verification,777,UNSAT,4.961,30742.000,62066.000,13116027.000,20,pc2
34d6e19fd57e7d586925b622f95cf4d4,hardware-verification,42,UNSAT,16.954,215637.000,404465.000,38814518.000,20,pc2
34d6e19fd57e7d586925b622f95cf4d4,hardware-verification,123,UNSAT,20.727,306219.000,623161.000,50939834.000,20,pc2
34d6e19fd57e7d586925b622f95cf4d4,hardware-verification,777,UNSAT,19.627,264290.000,596239.000,45827932.000,20,pc2
36680cee102d6ba9a60ca66b27e8be4a,hardware-verification,42,UNSAT,1.101,15809.000,52132.000,4396090.000,20,pc2
36680cee102d6ba9a60ca66b27e8be4a,hardware-verification,123,UNSAT,1.671,27525.000,81738.000,6120987.000,20,pc2
36680cee102d6ba9a60ca66b27e8be4a,hardware-verification,777,UNSAT,1.704,28973.000,84961.000,6220382.000,20,pc2
3809622bf2828655a0979750ccb7f1aa,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
3809622bf2828655a0979750ccb7f1aa,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
3809622bf2828655a0979750ccb7f1aa,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
3851a0831791fe01373d3494db10c826,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
3851a0831791fe01373d3494db10c826,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
3851a0831791fe01373d3494db10c826,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
3b280166c22bcfaf051aa52f48741033,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
3b280166c22bcfaf051aa52f48741033,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
3b280166c22bcfaf051aa52f48741033,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
3c881c253d7a0cccc58b7cb2e65de414,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
3c881c253d7a0cccc58b7cb2e65de414,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
3c881c253d7a0cccc58b7cb2e65de414,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
3dd2492548059b47e5266ff28beea74b,hardware-verification,42,UNSAT,1.899,4091.000,34396.000,5931397.000,20,pc2
3dd2492548059b47e5266ff28beea74b,hardware-verification,123,UNSAT,2.298,6769.000,52916.000,8593182.000,20,pc2
3dd2492548059b47e5266ff28beea74b,hardware-verification,777,UNSAT,1.994,5146.000,37407.000,7125923.000,20,pc2
40a2e69c03e5d5dc28d4ece13f9e5091,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
40a2e69c03e5d5dc28d4ece13f9e5091,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
40a2e69c03e5d5dc28d4ece13f9e5091,hardware-verification,777,TIMEOUT,800.000,,,,-1,pc2
45841645d9d9a6917b463205d632ec6b,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
45841645d9d9a6917b463205d632ec6b,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
45841645d9d9a6917b463205d632ec6b,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
462e4c51cd56c9c06478b8baf026e669,hardware-verification,42,SAT,361.876,785371.000,4783058.000,1331868775.000,10,pc2
462e4c51cd56c9c06478b8baf026e669,hardware-verification,123,SAT,88.458,74263.000,645075.000,151696960.000,10,pc2
462e4c51cd56c9c06478b8baf026e669,hardware-verification,777,SAT,27.022,20132.000,183654.000,43028243.000,10,pc2
48a407b2975b78b1ba0656766ba51005,hardware-verification,42,UNSAT,0.347,0.000,0.000,141161.000,20,pc2
48a407b2975b78b1ba0656766ba51005,hardware-verification,123,UNSAT,0.326,0.000,0.000,141161.000,20,pc2
48a407b2975b78b1ba0656766ba51005,hardware-verification,777,UNSAT,0.331,0.000,0.000,141161.000,20,pc2
4c0e1658f1ebe6b33cb3dda80aec4541,hardware-verification,42,UNSAT,19.433,316494.000,909991.000,79990146.000,20,pc2
4c0e1658f1ebe6b33cb3dda80aec4541,hardware-verification,123,UNSAT,19.432,312177.000,929366.000,78750088.000,20,pc2
4c0e1658f1ebe6b33cb3dda80aec4541,hardware-verification,777,UNSAT,18.592,281177.000,921336.000,73232210.000,20,pc2
4dcf9b525d9f46f4b17b132c765322ed,hardware-verification,42,UNSAT,81.872,2614536.000,3110423.000,100443041.000,20,pc2
4dcf9b525d9f46f4b17b132c765322ed,hardware-verification,123,UNSAT,62.016,2302972.000,2909215.000,81430127.000,20,pc2
4dcf9b525d9f46f4b17b132c765322ed,hardware-verification,777,UNSAT,76.898,2336854.000,3174706.000,100142814.000,20,pc2
4f6c12da41e2faddfda107ad9be5a66f,hardware-verification,42,UNSAT,10.046,8921.000,104581.000,32696117.000,20,pc2
4f6c12da41e2faddfda107ad9be5a66f,hardware-verification,123,UNSAT,14.011,14372.000,112248.000,38321675.000,20,pc2
4f6c12da41e2faddfda107ad9be5a66f,hardware-verification,777,UNSAT,9.131,8863.000,80732.000,27957862.000,20,pc2
52b47ce322dd8d15430c198db8ebfdb8,hardware-verification,42,UNSAT,0.321,7732.000,16365.000,1152369.000,20,pc2
52b47ce322dd8d15430c198db8ebfdb8,hardware-verification,123,UNSAT,0.309,6119.000,14085.000,984878.000,20,pc2
52b47ce322dd8d15430c198db8ebfdb8,hardware-verification,777,UNSAT,0.276,5272.000,12684.000,868005.000,20,pc2
537b5346fc13489204d50e61a712e81d,hardware-verification,42,TIMEOUT,800.000,,,,-1,pc2
537b5346fc13489204d50e61a712e81d,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
537b5346fc13489204d50e61a712e81d,hardware-verification,777,UNSAT,790.084,4496948.000,57481233.000,1391860904.000,20,pc2
55c648ed1a8cde597f4ecc71ca0a1562,hardware-verification,42,UNSAT,13.021,137584.000,295090.000,30970972.000,20,pc2
55c648ed1a8cde597f4ecc71ca0a1562,hardware-verification,123,UNSAT,19.685,203721.000,427725.000,39855362.000,20,pc2
55c648ed1a8cde597f4ecc71ca0a1562,hardware-verification,777,UNSAT,18.666,185265.000,377996.000,36458966.000,20,pc2
5c06d8549811167b025b9e47d905e8f9,hardware-verification,42,UNSAT,0.488,1604.000,2480.000,4350155.000,20,pc2
5c06d8549811167b025b9e47d905e8f9,hardware-verification,123,UNSAT,0.470,1604.000,2480.000,4350155.000,20,pc2
5c06d8549811167b025b9e47d905e8f9,hardware-verification,777,UNSAT,0.532,1604.000,2480.000,4350155.000,20,pc2
63c6886839a82442cdfbb3167d464baf,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
63c6886839a82442cdfbb3167d464baf,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
63c6886839a82442cdfbb3167d464baf,hardware-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2
67ee23581bb6dddab15f287f39c27822,hardware-verification,42,UNSAT,36.830,337610.000,448643.000,176957470.000,20,pc2
67ee23581bb6dddab15f287f39c27822,hardware-verification,123,UNSAT,37.406,331760.000,432426.000,192637165.000,20,pc2
67ee23581bb6dddab15f287f39c27822,hardware-verification,777,UNSAT,14.164,148679.000,209491.000,82310823.000,20,pc2
6832fe907740af686fde98518067ea3f,hardware-verification,42,SAT,517.161,1092136.000,4956152.000,1641698563.000,10,pc2
6832fe907740af686fde98518067ea3f,hardware-verification,123,TIMEOUT,800.000,,,,-1,pc2
6832fe907740af686fde98518067ea3f,hardware-verification,777,SAT,461.457,821828.000,4328178.000,1342764556.000,10,pc2
6d637f8934c46e2a2638f3cfcba1c75f,hardware-verification,42,SAT,16.351,91184.000,397870.000,45955966.000,10,pc2
6d637f8934c46e2a2638f3cfcba1c75f,hardware-verification,123,SAT,14.205,72315.000,307274.000,38772738.000,10,pc2
6d637f8934c46e2a2638f3cfcba1c75f,hardware-verification,777,SAT,10.170,47440.000,214299.000,28313692.000,10,pc2
71b2e3b3fe4ab92e7bc178a7df91195b,hardware-verification,42,UNSAT,3.963,18019.000,43654.000,14642001.000,20,pc2
71b2e3b3fe4ab92e7bc178a7df91195b,hardware-verification,123,UNSAT,4.518,19846.000,46746.000,17259734.000,20,pc2
71b2e3b3fe4ab92e7bc178a7df91195b,hardware-verification,777,UNSAT,5.131,22961.000,55642.000,17424515.000,20,pc2
7279929ad5026c568a5477fb144ea5ce,hardware-verification,42,UNSAT,62.756,542267.000,1970016.000,97282354.000,20,pc2
7279929ad5026c568a5477fb144ea5ce,hardware-verification,123,UNSAT,90.571,795614.000,2805896.000,126800049.000,20,pc2
7279929ad5026c568a5477fb144ea5ce,hardware-verification,777,UNSAT,91.657,762830.000,2706762.000,125858886.000,20,pc2
7428f9475ea5edafd4d12eb616516255,hardware-verification,42,UNSAT,0.275,0.000,0.000,85779.000,20,pc2
7428f9475ea5edafd4d12eb616516255,hardware-verification,123,UNSAT,0.266,0.000,0.000,85779.000,20,pc2
7428f9475ea5edafd4d12eb616516255,hardware-verification,777,UNSAT,0.276,0.000,0.000,85779.000,20,pc2
743ea2db196135f24feb98c487bb255d,hardware-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2
743ea2db196135f24feb98c487bb255d,hardware-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2
