hash,family,seed,result,time,conflicts,decisions,propagations,returncode,maquina
52aa6129cbf1fc57bd9fce305257d9b9,miter,123,UNSAT,359.792,2784048.000,5106007.000,618024487.000,20,pc2
52aa6129cbf1fc57bd9fce305257d9b9,miter,777,UNSAT,427.730,3316113.000,6044076.000,730059251.000,20,pc2
57c305967b30c503da1737258e6cc7e5,miter,42,TIMEOUT,800.000,,,,-1,pc2
57c305967b30c503da1737258e6cc7e5,miter,123,TIMEOUT,800.000,,,,-1,pc2
57c305967b30c503da1737258e6cc7e5,miter,777,TIMEOUT,800.000,,,,-1,pc2
585e46bd5dc0c4c9d47ec1aba082f007,miter,42,TIMEOUT,800.000,,,,-1,pc2
585e46bd5dc0c4c9d47ec1aba082f007,miter,123,TIMEOUT,800.000,,,,-1,pc2
585e46bd5dc0c4c9d47ec1aba082f007,miter,777,TIMEOUT,800.000,,,,-1,pc2
58a9623e1f359010600f93d878149a97,miter,42,UNSAT,10.737,62201.000,1341984.000,56960857.000,20,pc2
58a9623e1f359010600f93d878149a97,miter,123,UNSAT,9.497,57674.000,1290571.000,51447033.000,20,pc2
58a9623e1f359010600f93d878149a97,miter,777,UNSAT,11.356,65714.000,1378163.000,61079905.000,20,pc2
593c30780f1664e1d1349b905f680dcb,miter,42,TIMEOUT,800.000,,,,-1,pc2
593c30780f1664e1d1349b905f680dcb,miter,123,TIMEOUT,800.000,,,,-1,pc2
593c30780f1664e1d1349b905f680dcb,miter,777,TIMEOUT,800.000,,,,-1,pc2
5b4b98e05a08e730566d69b715e2231a,miter,42,TIMEOUT,800.000,,,,-1,pc2
5b4b98e05a08e730566d69b715e2231a,miter,123,TIMEOUT,800.000,,,,-1,pc2
5b4b98e05a08e730566d69b715e2231a,miter,777,TIMEOUT,800.000,,,,-1,pc2
5c316aee257edaeb78a52498eeb3d5bd,miter,42,UNSAT,0.034,0.000,0.000,20034.000,20,pc2
5c316aee257edaeb78a52498eeb3d5bd,miter,123,UNSAT,0.037,0.000,0.000,20034.000,20,pc2
5c316aee257edaeb78a52498eeb3d5bd,miter,777,UNSAT,0.044,0.000,0.000,20034.000,20,pc2
5ed0bbcb957ecc8ef2a049620f91385a,miter,42,UNSAT,0.028,0.000,0.000,13242.000,20,pc2
5ed0bbcb957ecc8ef2a049620f91385a,miter,123,UNSAT,0.030,0.000,0.000,13242.000,20,pc2
5ed0bbcb957ecc8ef2a049620f91385a,miter,777,UNSAT,0.030,0.000,0.000,13242.000,20,pc2
6049e056b2b148699dcf0268652c9ffd,miter,42,TIMEOUT,800.000,,,,-1,pc2
6049e056b2b148699dcf0268652c9ffd,miter,123,TIMEOUT,800.000,,,,-1,pc2
6049e056b2b148699dcf0268652c9ffd,miter,777,TIMEOUT,800.000,,,,-1,pc2
609ab29d02c73af38b7cb1c6e0de0142,miter,42,UNSAT,793.376,15188907.000,17262963.000,345498551.000,20,pc2
609ab29d02c73af38b7cb1c6e0de0142,miter,123,UNSAT,315.862,6554557.000,7969382.000,147200334.000,20,pc2
609ab29d02c73af38b7cb1c6e0de0142,miter,777,UNSAT,355.328,7519311.000,8753516.000,164798764.000,20,pc2
65c5a5d228ec5e52d1a72f918086f584,miter,42,SAT,42.817,0.000,0.000,17674637.000,10,pc2
65c5a5d228ec5e52d1a72f918086f584,miter,123,SAT,47.468,0.000,0.000,17674637.000,10,pc2
65c5a5d228ec5e52d1a72f918086f584,miter,777,SAT,48.712,0.000,0.000,17674637.000,10,pc2
65fd1c223a6bdd2a17e75b388b94d6b8,miter,42,UNSAT,0.104,0.000,0.000,73630.000,20,pc2
65fd1c223a6bdd2a17e75b388b94d6b8,miter,123,UNSAT,0.105,0.000,0.000,73630.000,20,pc2
65fd1c223a6bdd2a17e75b388b94d6b8,miter,777,UNSAT,0.094,0.000,0.000,73630.000,20,pc2
693746f12f4dff530f68ff7497f2f3f3,miter,42,UNSAT,5.839,0.000,0.000,98997.000,20,pc2
693746f12f4dff530f68ff7497f2f3f3,miter,123,UNSAT,5.692,0.000,0.000,98997.000,20,pc2
693746f12f4dff530f68ff7497f2f3f3,miter,777,UNSAT,5.336,0.000,0.000,98997.000,20,pc2
6e789d6b080067f2ecf0b167b77fb80d,miter,42,UNSAT,0.381,0.000,0.000,26111.000,20,pc2
6e789d6b080067f2ecf0b167b77fb80d,miter,123,UNSAT,0.041,0.000,0.000,26111.000,20,pc2
6e789d6b080067f2ecf0b167b77fb80d,miter,777,UNSAT,0.045,0.000,0.000,26111.000,20,pc2
6e858531064077cc8a0dfde91f272dff,miter,42,SAT,0.738,0.000,0.000,936617.000,10,pc2
6e858531064077cc8a0dfde91f272dff,miter,123,SAT,0.815,0.000,0.000,936617.000,10,pc2
6e858531064077cc8a0dfde91f272dff,miter,777,SAT,0.897,0.000,0.000,936617.000,10,pc2
701c96dc91c057c23026454520da2054,miter,42,UNSAT,7.083,8315.000,34329.000,45466937.000,20,pc2
701c96dc91c057c23026454520da2054,miter,123,UNSAT,7.549,8840.000,35961.000,54503771.000,20,pc2
701c96dc91c057c23026454520da2054,miter,777,UNSAT,5.178,6965.000,30748.000,33251295.000,20,pc2
73136fc8525998860da8e165ff184c74,miter,42,SAT,0.615,0.000,0.000,813160.000,10,pc2
73136fc8525998860da8e165ff184c74,miter,123,SAT,0.655,0.000,0.000,813160.000,10,pc2
73136fc8525998860da8e165ff184c74,miter,777,SAT,0.538,0.000,0.000,813160.000,10,pc2
791415d8a85d0bfc67dd2d3d4edcac7c,miter,42,SAT,0.486,0.000,0.000,361973.000,10,pc2
791415d8a85d0bfc67dd2d3d4edcac7c,miter,123,SAT,0.636,0.000,0.000,361973.000,10,pc2
791415d8a85d0bfc67dd2d3d4edcac7c,miter,777,SAT,0.515,0.000,0.000,361973.000,10,pc2
7a83634c455aae979dfadc671f52d88f,miter,42,UNSAT,0.097,1214.000,5181.000,143107.000,20,pc2
7a83634c455aae979dfadc671f52d88f,miter,123,UNSAT,0.097,1381.000,5499.000,166494.000,20,pc2
7a83634c455aae979dfadc671f52d88f,miter,777,UNSAT,0.094,1154.000,5058.000,139755.000,20,pc2
7b5895f110a6aa5a5ac5d5a6eb3fd322,miter,42,SAT,0.496,0.000,0.000,343799.000,10,pc2
7b5895f110a6aa5a5ac5d5a6eb3fd322,miter,123,SAT,0.513,0.000,0.000,343799.000,10,pc2
7b5895f110a6aa5a5ac5d5a6eb3fd322,miter,777,SAT,0.486,0.000,0.000,343799.000,10,pc2
7c61be426f173543b3a4ce9bdb57874d,miter,42,UNSAT,0.054,0.000,0.000,33039.000,20,pc2
7c61be426f173543b3a4ce9bdb57874d,miter,123,UNSAT,0.038,0.000,0.000,33039.000,20,pc2
7c61be426f173543b3a4ce9bdb57874d,miter,777,UNSAT,0.039,0.000,0.000,33039.000,20,pc2
8038e8a2750e1ff5d511a6cfa9e98d6b,miter,42,UNSAT,5.336,80203.000,159336.000,16034253.000,20,pc2
8038e8a2750e1ff5d511a6cfa9e98d6b,miter,123,UNSAT,5.330,81063.000,161292.000,16650463.000,20,pc2
8038e8a2750e1ff5d511a6cfa9e98d6b,miter,777,UNSAT,6.873,100386.000,200652.000,20057043.000,20,pc2
80d21cb597eea3567f593ba6e0007260,miter,42,UNSAT,0.020,2.000,2.000,4219.000,20,pc2
80d21cb597eea3567f593ba6e0007260,miter,123,UNSAT,0.021,2.000,2.000,4219.000,20,pc2
80d21cb597eea3567f593ba6e0007260,miter,777,UNSAT,0.021,2.000,2.000,4219.000,20,pc2
821051235cf90eba420d5569c2e58eef,miter,42,UNSAT,10.553,0.000,0.000,138521.000,20,pc2
821051235cf90eba420d5569c2e58eef,miter,123,UNSAT,10.447,0.000,0.000,138521.000,20,pc2
821051235cf90eba420d5569c2e58eef,miter,777,UNSAT,10.363,0.000,0.000,138521.000,20,pc2
8647c26ddc3d8d67dd6691583b83f310,miter,42,UNSAT,0.057,0.000,0.000,18463.000,20,pc2
8647c26ddc3d8d67dd6691583b83f310,miter,123,UNSAT,0.065,0.000,0.000,18463.000,20,pc2
8647c26ddc3d8d67dd6691583b83f310,miter,777,UNSAT,0.059,0.000,0.000,18463.000,20,pc2
88e89266e58f1f125ebc4e0f66e2c060,miter,42,CORRUPT_XZ,0.000,,,,-4,pc2
88e89266e58f1f125ebc4e0f66e2c060,miter,123,CORRUPT_XZ,0.000,,,,-4,pc2
88e89266e58f1f125ebc4e0f66e2c060,miter,777,CORRUPT_XZ,0.000,,,,-4,pc2
8971386b2aa05d4029deaead24340fff,miter,42,UNSAT,434.047,239816.000,588191.000,108258069.000,20,pc2
8971386b2aa05d4029deaead24340fff,miter,123,UNSAT,433.959,244194.000,556825.000,107148307.000,20,pc2
8971386b2aa05d4029deaead24340fff,miter,777,UNSAT,432.091,191304.000,334430.000,89435820.000,20,pc2
8a0642cb4474c985d53dbd3d135f1567,miter,42,TIMEOUT,800.000,,,,-1,pc2
8a0642cb4474c985d53dbd3d135f1567,miter,123,TIMEOUT,800.000,,,,-1,pc2
8a0642cb4474c985d53dbd3d135f1567,miter,777,TIMEOUT,800.000,,,,-1,pc2
8a9bda2f923ab36497e66adb95c29ff5,miter,42,UNSAT,28.791,233779.000,567815.000,95141738.000,20,pc2
8a9bda2f923ab36497e66adb95c29ff5,miter,123,UNSAT,38.890,299917.000,680828.000,117047102.000,20,pc2
8a9bda2f923ab36497e66adb95c29ff5,miter,777,UNSAT,23.946,187307.000,470397.000,79951326.000,20,pc2
94b9d678461a28a8f679b05866610c7b,miter,42,UNSAT,34.021,220928.000,752954.000,118373658.000,20,pc2
94b9d678461a28a8f679b05866610c7b,miter,123,UNSAT,33.442,224773.000,794159.000,115386571.000,20,pc2
94b9d678461a28a8f679b05866610c7b,miter,777,UNSAT,32.225,213531.000,769183.000,111352703.000,20,pc2
9aa75e3cf1beee54793e5a584680ea45,miter,42,TIMEOUT,800.000,,,,-1,pc2
9aa75e3cf1beee54793e5a584680ea45,miter,123,TIMEOUT,800.000,,,,-1,pc2
9aa75e3cf1beee54793e5a584680ea45,miter,777,TIMEOUT,800.000,,,,-1,pc2
9b102d2ff81f3759559038bc6ee0c93b,miter,42,UNSAT,268.913,2738147.000,3217665.000,256315875.000,20,pc2
9b102d2ff81f3759559038bc6ee0c93b,miter,123,UNSAT,247.593,2437428.000,2894040.000,231593439.000,20,pc2
9b102d2ff81f3759559038bc6ee0c93b,miter,777,UNSAT,230.525,2344288.000,2764474.000,225386938.000,20,pc2
9f939a249b15a528f977dd23378a553d,miter,42,UNSAT,7.445,113622.000,221573.000,21021864.000,20,pc2
9f939a249b15a528f977dd23378a553d,miter,123,UNSAT,5.775,84256.000,169330.000,17117833.000,20,pc2
9f939a249b15a528f977dd23378a553d,miter,777,UNSAT,5.888,90946.000,189495.000,17564181.000,20,pc2
9fd1fff5539dc6d57481346dc6b23769,miter,42,UNSAT,1.512,0.000,0.000,739702.000,20,pc2
9fd1fff5539dc6d57481346dc6b23769,miter,123,UNSAT,1.437,0.000,0.000,739702.000,20,pc2
9fd1fff5539dc6d57481346dc6b23769,miter,777,UNSAT,1.412,0.000,0.000,739702.000,20,pc2
a24ce4beb8c7dd7e5453e2a0456af8ee,miter,42,UNSAT,14.995,436953.000,495303.000,10543949.000,20,pc2
a24ce4beb8c7dd7e5453e2a0456af8ee,miter,123,UNSAT,18.191,496327.000,551123.000,11909933.000,20,pc2
a24ce4beb8c7dd7e5453e2a0456af8ee,miter,777,UNSAT,15.825,461508.000,527560.000,11035019.000,20,pc2
a61fde91986cc31ce2b1a59462f0b730,miter,42,UNSAT,0.386,0.000,0.000,188826.000,20,pc2
a61fde91986cc31ce2b1a59462f0b730,miter,123,UNSAT,0.388,0.000,0.000,188826.000,20,pc2
a61fde91986cc31ce2b1a59462f0b730,miter,777,UNSAT,0.378,0.000,0.000,188826.000,20,pc2
a94340df4ef860085535c86982912993,miter,42,UNSAT,0.032,0.000,0.000,7024.000,20,pc2
a94340df4ef860085535c86982912993,miter,123,UNSAT,0.032,0.000,0.000,7024.000,20,pc2
a94340df4ef860085535c86982912993,miter,777,UNSAT,0.040,0.000,0.000,7024.000,20,pc2
ad7d0eea6c7f8c9f06cf56a14e01353d,miter,42,UNSAT,3.595,53588.000,221397.000,10849702.000,20,pc2
ad7d0eea6c7f8c9f06cf56a14e01353d,miter,123,UNSAT,4.556,64963.000,270701.000,13257966.000,20,pc2
ad7d0eea6c7f8c9f06cf56a14e01353d,miter,777,UNSAT,3.786,61542.000,256176.000,11900484.000,20,pc2
af258def798954d74a608a0fa578e15b,miter,42,UNSAT,441.754,5858507.000,6650871.000,550566800.000,20,pc2
af258def798954d74a608a0fa578e15b,miter,123,UNSAT,482.312,6268127.000,7084013.000,584974301.000,20,pc2
af258def798954d74a608a0fa578e15b,miter,777,UNSAT,499.771,6713158.000,7544784.000,613435545.000,20,pc2
b1578bead697161bfac089b44424730d,miter,42,TIMEOUT,800.000,,,,-1,pc2
b1578bead697161bfac089b44424730d,miter,123,TIMEOUT,800.000,,,,-1,pc2
b1578bead697161bfac089b44424730d,miter,777,TIMEOUT,800.000,,,,-1,pc2
b5cab29563ae86ab38829f58a895a180,miter,42,TIMEOUT,800.000,,,,-1,pc2
b5cab29563ae86ab38829f58a895a180,miter,123,TIMEOUT,800.000,,,,-1,pc2
b5cab29563ae86ab38829f58a895a180,miter,777,TIMEOUT,800.000,,,,-1,pc2
b60d31b452c173492b9f8c74a28c138f,miter,42,TIMEOUT,800.000,,,,-1,pc2
b60d31b452c173492b9f8c74a28c138f,miter,123,TIMEOUT,800.000,,,,-1,pc2
b60d31b452c173492b9f8c74a28c138f,miter,777,TIMEOUT,800.000,,,,-1,pc2
b67539fcf963803446a5193ee8480616,miter,42,TIMEOUT,800.000,,,,-1,pc2
b67539fcf963803446a5193ee8480616,miter,123,TIMEOUT,800.000,,,,-1,pc2
b67539fcf963803446a5193ee8480616,miter,777,TIMEOUT,800.000,,,,-1,pc2
b680dff3be5cb5839d6b54821cd38b41,miter,42,UNSAT,70.489,1152779.000,2964731.000,135789803.000,20,pc2
b680dff3be5cb5839d6b54821cd38b41,miter,123,UNSAT,78.429,1171211.000,3186001.000,156463836.000,20,pc2
b680dff3be5cb5839d6b54821cd38b41,miter,777,UNSAT,76.542,1193585.000,3540077.000,147844497.000,20,pc2
b6a597cf8ee0031341730aaf77ef2fcf,miter,42,TIMEOUT,800.000,,,,-1,pc2
b6a597cf8ee0031341730aaf77ef2fcf,miter,123,TIMEOUT,800.000,,,,-1,pc2
b6a597cf8ee0031341730aaf77ef2fcf,miter,777,TIMEOUT,800.000,,,,-1,pc2
b73732437929683a8456180464a5ef46,miter,42,UNSAT,274.459,2829827.000,3206461.000,278375109.000,20,pc2
b73732437929683a8456180464a5ef46,miter,123,UNSAT,275.117,2876023.000,3272212.000,283115899.000,20,pc2
b73732437929683a8456180464a5ef46,miter,777,UNSAT,286.162,2865931.000,3249825.000,288028601.000,20,pc2
b76fa2f50a42120ec54fa98c29113326,miter,42,TIMEOUT,800.000,,,,-1,pc2
b76fa2f50a42120ec54fa98c29113326,miter,123,TIMEOUT,800.000,,,,-1,pc2
b76fa2f50a42120ec54fa98c29113326,miter,777,TIMEOUT,800.000,,,,-1,pc2
b9ce9e1a9435615676982bde8bf4e82d,miter,42,UNSAT,26.751,275741.000,1423017.000,81833271.000,20,pc2
b9ce9e1a9435615676982bde8bf4e82d,miter,123,UNSAT,28.101,273212.000,1523412.000,86399047.000,20,pc2
b9ce9e1a9435615676982bde8bf4e82d,miter,777,UNSAT,23.455,241970.000,1404603.000,74785071.000,20,pc2
ba468264504dcd363e9de21f3e93e71a,miter,42,TIMEOUT,800.000,,,,-1,pc2
ba468264504dcd363e9de21f3e93e71a,miter,123,TIMEOUT,800.000,,,,-1,pc2
ba468264504dcd363e9de21f3e93e71a,miter,777,TIMEOUT,800.000,,,,-1,pc2
bb86b80e60493b43cd8770697420b9e7,miter,42,TIMEOUT,800.000,,,,-1,pc2
bb86b80e60493b43cd8770697420b9e7,miter,123,TIMEOUT,800.000,,,,-1,pc2
bb86b80e60493b43cd8770697420b9e7,miter,777,UNSAT,697.422,9311348.000,11388997.000,348131232.000,20,pc2
bc5261f21ea0214543370d2278ae6ecf,miter,42,TIMEOUT,800.000,,,,-1,pc2
bc5261f21ea0214543370d2278ae6ecf,miter,123,TIMEOUT,800.000,,,,-1,pc2
bc5261f21ea0214543370d2278ae6ecf,miter,777,TIMEOUT,800.000,,,,-1,pc2
bca6197602db462e6642dd126d195978,miter,42,UNSAT,719.340,4936054.000,9289022.000,1550822708.000,20,pc2
bca6197602db462e6642dd126d195978,miter,123,TIMEOUT,800.000,,,,-1,pc2
bca6197602db462e6642dd126d195978,miter,777,TIMEOUT,800.000,,,,-1,pc2
c209eb796aff7b3f3ddc6ee7a14fea79,miter,42,UNSAT,0.033,0.000,0.000,13987.000,20,pc2
c209eb796aff7b3f3ddc6ee7a14fea79,miter,123,UNSAT,0.035,0.000,0.000,13987.000,20,pc2
c209eb796aff7b3f3ddc6ee7a14fea79,miter,777,UNSAT,0.027,0.000,0.000,13987.000,20,pc2
c49255402c653d2c90478b4e8f88381c,miter,42,UNSAT,0.026,0.000,0.000,8492.000,20,pc2
c49255402c653d2c90478b4e8f88381c,miter,123,UNSAT,0.031,0.000,0.000,8492.000,20,pc2
c49255402c653d2c90478b4e8f88381c,miter,777,UNSAT,0.029,0.000,0.000,8492.000,20,pc2
c4dc4893f96456aad091deca9b9ea0bc,miter,42,UNSAT,54.678,637.000,2095.000,1044835.000,20,pc2
c4dc4893f96456aad091deca9b9ea0bc,miter,123,UNSAT,54.936,635.000,1732.000,1040952.000,20,pc2
c4dc4893f96456aad091deca9b9ea0bc,miter,777,UNSAT,54.916,639.000,2162.000,1049704.000,20,pc2
c7e1c685f8ea6134f621b7bd7c22c823,miter,42,UNSAT,19.032,28492.000,83846.000,106481974.000,20,pc2
c7e1c685f8ea6134f621b7bd7c22c823,miter,123,UNSAT,17.541,26363.000,78430.000,100735886.000,20,pc2
c7e1c685f8ea6134f621b7bd7c22c823,miter,777,UNSAT,19.151,29028.000,88204.000,104070457.000,20,pc2
c80370f0d6197b10a0b93c24f3b19046,miter,42,TIMEOUT,800.000,,,,-1,pc2
c80370f0d6197b10a0b93c24f3b19046,miter,123,TIMEOUT,800.000,,,,-1,pc2
c80370f0d6197b10a0b93c24f3b19046,miter,777,TIMEOUT,800.000,,,,-1,pc2
c89b0bd74f1d727fe6c8b7221d402f3e,miter,42,UNSAT,8.086,79866.000,169299.000,14495189.000,20,pc2
c89b0bd74f1d727fe6c8b7221d402f3e,miter,123,UNSAT,8.250,91905.000,192447.000,15791237.000,20,pc2
c89b0bd74f1d727fe6c8b7221d402f3e,miter,777,UNSAT,8.937,94389.000,194752.000,17253722.000,20,pc2
c93be5a6216392787130e76afaaa44dc,miter,42,UNSAT,14.635,103175.000,810766.000,44731956.000,20,pc2
c93be5a6216392787130e76afaaa44dc,miter,123,UNSAT,18.127,116472.000,1102123.000,52306481.000,20,pc2
c93be5a6216392787130e76afaaa44dc,miter,777,UNSAT,18.646,131137.000,1442527.000,58618736.000,20,pc2
cebdff69bbdc5d02033917180c906ba5,miter,42,UNSAT,0.048,0.000,0.000,17323.000,20,pc2
cebdff69bbdc5d02033917180c906ba5,miter,123,UNSAT,0.056,0.000,0.000,17323.000,20,pc2
cebdff69bbdc5d02033917180c906ba5,miter,777,UNSAT,0.072,0.000,0.000,17323.000,20,pc2
d2e92ad424f2bdf1115e3edbeb1630b1,miter,42,TIMEOUT,800.000,,,,-1,pc2
d2e92ad424f2bdf1115e3edbeb1630b1,miter,123,TIMEOUT,800.000,,,,-1,pc2
d2e92ad424f2bdf1115e3edbeb1630b1,miter,777,TIMEOUT,800.000,,,,-1,pc2
d3ad4a7150543ec5977e31388a7c99dc,miter,42,TIMEOUT,800.000,,,,-1,pc2
d3ad4a7150543ec5977e31388a7c99dc,miter,123,TIMEOUT,800.000,,,,-1,pc2
d3ad4a7150543ec5977e31388a7c99dc,miter,777,TIMEOUT,800.000,,,,-1,pc2
d7c0b9a5bc3235734d3dfabb23d10d26,miter,42,TIMEOUT,800.000,,,,-1,pc2
d7c0b9a5bc3235734d3dfabb23d10d26,miter,123,TIMEOUT,800.000,,,,-1,pc2
d7c0b9a5bc3235734d3dfabb23d10d26,miter,777,TIMEOUT,800.000,,,,-1,pc2
dc81cd1ae0f4e8ad19469f6f264a3807,miter,42,TIMEOUT,800.000,,,,-1,pc2
dc81cd1ae0f4e8ad19469f6f264a3807,miter,123,TIMEOUT,800.000,,,,-1,pc2
dc81cd1ae0f4e8ad19469f6f264a3807,miter,777,TIMEOUT,800.000,,,,-1,pc2
dc98cb692e3203258be6d4d31f566388,miter,42,SAT,0.180,0.000,0.000,160418.000,10,pc2
dc98cb692e3203258be6d4d31f566388,miter,123,SAT,0.148,0.000,0.000,160418.000,10,pc2
dc98cb692e3203258be6d4d31f566388,miter,777,SAT,0.145,0.000,0.000,160418.000,10,pc2
df5370a462d175b6973d686f7b83421e,miter,42,UNSAT,0.032,0.000,0.000,4571.000,20,pc2
df5370a462d175b6973d686f7b83421e,miter,123,UNSAT,0.032,0.000,0.000,4571.000,20,pc2
df5370a462d175b6973d686f7b83421e,miter,777,UNSAT,0.035,0.000,0.000,4571.000,20,pc2
e3e8cf23d3a7469a3907b1f40931fa4d,miter,42,UNSAT,148.117,2174351.000,7123498.000,232282376.000,20,pc2
e3e8cf23d3a7469a3907b1f40931fa4d,miter,123,UNSAT,128.377,1849137.000,6232813.000,200239603.000,20,pc2
e3e8cf23d3a7469a3907b1f40931fa4d,miter,777,UNSAT,94.637,1530719.000,5821637.000,179685530.000,20,pc2
e4c32dcfef4f80078111484c8eed84fd,miter,42,UNSAT,21.705,0.000,0.000,188905.000,20,pc2
e4c32dcfef4f80078111484c8eed84fd,miter,123,UNSAT,21.364,0.000,0.000,188905.000,20,pc2
e4c32dcfef4f80078111484c8eed84fd,miter,777,UNSAT,21.463,0.000,0.000,188905.000,20,pc2
e999fcc527febef914832c3bc37c32fc,miter,42,TIMEOUT,800.000,,,,-1,pc2
e999fcc527febef914832c3bc37c32fc,miter,123,TIMEOUT,800.000,,,,-1,pc2
e999fcc527febef914832c3bc37c32fc,miter,777,UNSAT,672.880,7351719.000,10239505.000,468298894.000,20,pc2
ead9f0f95528875bbdbe323625cdf8b9,miter,42,UNSAT,0.132,0.000,0.000,94535.000,20,pc2
ead9f0f95528875bbdbe323625cdf8b9,miter,123,UNSAT,0.130,0.000,0.000,94535.000,20,pc2
ead9f0f95528875bbdbe323625cdf8b9,miter,777,UNSAT,0.125,0.000,0.000,94535.000,20,pc2
ecfa1f0b2d8ce80aef5122a65979a773,miter,42,UNSAT,0.291,3612.000,15270.000,1179204.000,20,pc2
ecfa1f0b2d8ce80aef5122a65979a773,miter,123,UNSAT,0.304,5176.000,19586.000,1359842.000,20,pc2
ecfa1f0b2d8ce80aef5122a65979a773,miter,777,UNSAT,0.303,3924.000,14570.000,1176503.000,20,pc2
ed4bdf5cf58ab21141048e08bb8ffc43,miter,42,TIMEOUT,800.000,,,,-1,pc2
ed4bdf5cf58ab21141048e08bb8ffc43,miter,123,TIMEOUT,800.000,,,,-1,pc2
ed4bdf5cf58ab21141048e08bb8ffc43,miter,777,TIMEOUT,800.000,,,,-1,pc2
f67a0e48ea55cd9ed949731008a6fdce,miter,42,UNSAT,32.710,231822.000,791257.000,113574626.000,20,pc2
f67a0e48ea55cd9ed949731008a6fdce,miter,123,UNSAT,32.410,219804.000,730439.000,110091302.000,20,pc2
f67a0e48ea55cd9ed949731008a6fdce,miter,777,UNSAT,31.738,222922.000,748343.000,105733860.000,20,pc2
f7d34470d887c8fd66afeb28ba2911d3,miter,42,UNSAT,35.550,537555.000,2791375.000,99545844.000,20,pc2
f7d34470d887c8fd66afeb28ba2911d3,miter,123,UNSAT,36.243,571989.000,2881500.000,101612912.000,20,pc2
f7d34470d887c8fd66afeb28ba2911d3,miter,777,UNSAT,33.469,494459.000,2786928.000,97778980.000,20,pc2
f996311dc45c9d484cc9d3c697ff1d83,miter,42,UNSAT,0.059,0.000,0.000,37339.000,20,pc2
f996311dc45c9d484cc9d3c697ff1d83,miter,123,UNSAT,0.055,0.000,0.000,37339.000,20,pc2
f996311dc45c9d484cc9d3c697ff1d83,miter,777,UNSAT,0.041,0.000,0.000,37339.000,20,pc2
f9f936e5bb9f43fc9beedeba1a1c0308,miter,42,UNSAT,29.631,354967.000,1197946.000,93969365.000,20,pc2
f9f936e5bb9f43fc9beedeba1a1c0308,miter,123,UNSAT,35.231,422687.000,1349686.000,104724880.000,20,pc2
f9f936e5bb9f43fc9beedeba1a1c0308,miter,777,UNSAT,32.407,367520.000,1135204.000,97764772.000,20,pc2
fa6253a4cb5f8192fa03b87bac4a6d4a,miter,42,UNSAT,0.028,0.000,0.000,10552.000,20,pc2
fa6253a4cb5f8192fa03b87bac4a6d4a,miter,123,UNSAT,0.028,0.000,0.000,10552.000,20,pc2
fa6253a4cb5f8192fa03b87bac4a6d4a,miter,777,UNSAT,0.029,0.000,0.000,10552.000,20,pc2
fe2c6df3250d04882d7d253f488d60b9,miter,42,UNSAT,0.030,0.000,0.000,10672.000,20,pc2
fe2c6df3250d04882d7d253f488d60b9,miter,123,UNSAT,0.027,0.000,0.000,10672.000,20,pc2
fe2c6df3250d04882d7d253f488d60b9,miter,777,UNSAT,0.023,0.000,0.000,10672.000,20,pc2
03980ada4055f6198fcd7ee52bb220f1,planning,42,TIMEOUT,800.000,,,,-1,pc2
03980ada4055f6198fcd7ee52bb220f1,planning,123,TIMEOUT,800.000,,,,-1,pc2
03980ada4055f6198fcd7ee52bb220f1,planning,777,TIMEOUT,800.000,,,,-1,pc2
045613366353b062992e68937ca53edf,planning,42,SAT,2.441,46003.000,431656.000,7499145.000,10,pc2
045613366353b062992e68937ca53edf,planning,123,SAT,2.573,47521.000,401265.000,7284628.000,10,pc2
045613366353b062992e68937ca53edf,planning,777,SAT,2.768,52245.000,436566.000,7842853.000,10,pc2
047fbe00ecc60835f1ee9d458bbd7ee8,planning,42,SAT,92.614,103.000,10236.000,1690908.000,10,pc2
047fbe00ecc60835f1ee9d458bbd7ee8,planning,123,SAT,93.335,103.000,10236.000,1690908.000,10,pc2
047fbe00ecc60835f1ee9d458bbd7ee8,planning,777,SAT,92.737,103.000,10236.000,1690908.000,10,pc2
06166a0dd78f45c213add974a6711dfe,planning,42,UNSAT,39.897,31968.000,273342.000,170135423.000,20,pc2
06166a0dd78f45c213add974a6711dfe,planning,123,UNSAT,33.635,25256.000,248446.000,143121241.000,20,pc2
06166a0dd78f45c213add974a6711dfe,planning,777,UNSAT,42.859,38273.000,308902.000,197150709.000,20,pc2
0a015b7f4b4ec96e881f2f5f5e55265c,planning,42,SAT,2.178,8455.000,41125.000,10587803.000,10,pc2
0a015b7f4b4ec96e881f2f5f5e55265c,planning,123,SAT,49.507,362153.000,907764.000,256467440.000,10,pc2
0a015b7f4b4ec96e881f2f5f5e55265c,planning,777,SAT,136.376,1086564.000,2376031.000,535941581.000,10,pc2
0ac5ff376b826f68d384ba05a1d00de0,planning,42,TIMEOUT,800.000,,,,-1,pc2
0ac5ff376b826f68d384ba05a1d00de0,planning,123,TIMEOUT,800.000,,,,-1,pc2
0ac5ff376b826f68d384ba05a1d00de0,planning,777,TIMEOUT,800.000,,,,-1,pc2
16545a249c97d043ce9456c3434dba19,planning,42,TIMEOUT,800.000,,,,-1,pc2
16545a249c97d043ce9456c3434dba19,planning,123,TIMEOUT,800.000,,,,-1,pc2
16545a249c97d043ce9456c3434dba19,planning,777,TIMEOUT,800.000,,,,-1,pc2
191a745164f245117f40a1a2f6942ee4,planning,42,TIMEOUT,800.000,,,,-1,pc2
