label,instance,family,seed,status,exit_code,wall_s,cpu_s,max_rss_mb,conflicts,decisions,propagations,restarts,rephased,budget_kind,budget_value,opts,instance_sha1,started_at,parallel_jobs
B-labesat,043c91001968a1fbd1ef419540fcb396.cnf.xz,H,1,TIMEOUT,0,179.950,177.675,154.2,3236302,31428693,899362641,75188,41,time,180.0,,,2026-09-23T09:53:44+00:00,1
B-labesat,0d082b8fa36f662217bee5524cd24d3a.cnf.xz,H,1,UNSAT,20,4.067,4.021,126.1,0,0,0,0,0,time,180.0,,,2026-09-23T09:56:44+00:00,1
B-labesat,0ec6bf97a96b9840ae84f1d1da4c4dcd.cnf.xz,H,1,UNSAT,20,0.402,0.355,42.3,0,0,0,0,0,time,180.0,,,2026-09-23T10:02:48+00:00,1
B-labesat,0f1070ba60b55aa62d3a98798a14700e.cnf.xz,H,1,TIMEOUT,0,179.963,178.150,44.0,6198011,9597012,253556028,121818,43,time,180.0,,,2026-09-23T10:02:48+00:00,1
B-labesat,12ac1c71ff0405cc150c2a2db6c4a255.cnf.xz,H,1,UNSAT,20,0.402,0.383,82.5,0,0,0,0,0,time,180.0,,,2026-09-23T10:11:48+00:00,1
B-labesat,15456f0d13b26f0b4b21525ef7d0d711.cnf.xz,H,1,UNSAT,20,2.066,2.028,54.6,0,0,0,0,0,time,180.0,,,2026-09-23T10:11:49+00:00,1
B-labesat,1890f49a43a94b97828528b68c32b78e.cnf.xz,H,1,UNSAT,20,0.043,0.039,18.5,0,0,0,0,0,time,180.0,,,2026-09-23T10:13:04+00:00,1
B-labesat,1a3bef9e03bab1ed4e9e34506d72a451.cnf.xz,H,1,TIMEOUT,0,179.479,177.495,115.1,6077501,15560525,778051641,84699,43,time,180.0,,,2026-09-23T10:13:04+00:00,1
B-labesat,1fb646d2657b6dd5f0106dbec9fd6c27.cnf.xz,H,1,UNSAT,20,0.150,0.117,29.0,0,0,0,0,0,time,180.0,,,2026-09-23T10:22:04+00:00,1
B-labesat,266e890b706cf336378bf148bbda1aff.cnf.xz,H,1,UNSAT,20,0.460,0.401,25.2,0,0,0,0,0,time,180.0,,,2026-09-23T10:22:04+00:00,1
B-labesat,28dcc4119e1bbb5fbd3fdd8f4140f28d.cnf.xz,H,1,SAT,10,162.273,160.563,18.5,1513742,2440661,241662307,45601,30,time,180.0,,,2026-09-23T10:27:36+00:00,1
B-labesat,2b7e863462991fd008f9898eca63ebf4.cnf.xz,H,1,SAT,10,42.416,41.910,579.2,173135,14935178,177612316,6929,13,time,180.0,,,2026-09-23T10:30:18+00:00,1
B-labesat,306a29e966fa6293d407bc7ebbc3ecb1.cnf.xz,H,1,UNSAT,20,10.996,10.837,493.6,0,0,0,0,0,time,180.0,,,2026-09-23T10:36:15+00:00,1
B-labesat,35e0b5a19c88961d98dd806e805759f4.cnf.xz,H,1,UNSAT,20,0.452,0.416,18.5,0,0,0,0,0,time,180.0,,,2026-09-23T10:36:26+00:00,1
B-labesat,3c4ac805726d78a869ff8116ee3533db.cnf.xz,H,1,UNSAT,20,0.043,0.043,18.5,0,0,0,0,0,time,180.0,,,2026-09-23T10:42:27+00:00,1
B-labesat,43d40ced32b5be08814ef24f97379654.cnf.xz,H,1,UNSAT,20,0.043,0.041,18.5,0,0,0,0,0,time,180.0,,,2026-09-23T10:42:27+00:00,1
B-labesat,44452f4bac1e77157bbc900c5cc0756d.cnf.xz,H,1,TIMEOUT,0,179.388,176.630,89.1,1834006,6782334,634613801,59680,30,time,180.0,,,2026-09-23T10:48:27+00:00,1
