instance,family,build,exit,secs,clauses_in,clauses_out,proof_bytes,out_sha1
ae48df6541d190c096b1e5ba22d1b534.cnf.xz,N,mclique,0,0.114,89966,89934,192,588f9be7bdfe5fcae97889f8ef8f769d5cb7dc07
ae48df6541d190c096b1e5ba22d1b534.cnf.xz,N,cliques,0,0.114,89966,89934,192,588f9be7bdfe5fcae97889f8ef8f769d5cb7dc07
ba14be209c2fc064726025f017cef17a.cnf.xz,N,mit,0,21.697,1909831,2136646,20210504,2e512d8823895f6e164b99cb13df902a7c19e84b
ba14be209c2fc064726025f017cef17a.cnf.xz,N,mclique,0,20.942,1909831,2136646,20210504,2e512d8823895f6e164b99cb13df902a7c19e84b
ba14be209c2fc064726025f017cef17a.cnf.xz,N,cliques,0,23.259,1909831,2136646,20210504,2e512d8823895f6e164b99cb13df902a7c19e84b
c557ad9cb79983b9d429c219e3cecbb8.cnf.xz,N,mit,0,1.920,3661485,821353,28061614,da849eb983ea4af5d0c9f83f665b20836ccfbb34
c557ad9cb79983b9d429c219e3cecbb8.cnf.xz,N,mclique,0,1.921,3661485,821353,28061614,da849eb983ea4af5d0c9f83f665b20836ccfbb34
c557ad9cb79983b9d429c219e3cecbb8.cnf.xz,N,cliques,0,2.021,3661485,821353,28061614,da849eb983ea4af5d0c9f83f665b20836ccfbb34
d0b5d1dc96a5bf33d2c65106c3b179a8.cnf.xz,N,mit,0,0.114,7150,8002,4923,a6625d9cbdb140359afa91984b0a44bbf267564b
d0b5d1dc96a5bf33d2c65106c3b179a8.cnf.xz,N,mclique,0,0.114,7150,8002,4923,a6625d9cbdb140359afa91984b0a44bbf267564b
d0b5d1dc96a5bf33d2c65106c3b179a8.cnf.xz,N,cliques,0,0.114,7150,8002,4923,a6625d9cbdb140359afa91984b0a44bbf267564b
f2c6d035d0aa58cc06927af6be7a821f.cnf.xz,N,mit,0,2.021,2735974,1296630,19109110,61e643d98c3ff2921cc8e1ec09668af6fa0db3ce
f2c6d035d0aa58cc06927af6be7a821f.cnf.xz,N,mclique,0,1.871,2735974,1296630,19109110,61e643d98c3ff2921cc8e1ec09668af6fa0db3ce
f2c6d035d0aa58cc06927af6be7a821f.cnf.xz,N,cliques,0,2.022,2735974,1296630,19109110,61e643d98c3ff2921cc8e1ec09668af6fa0db3ce
f497bda3018958d7ba2d1cd99da3982e.cnf.xz,N,mit,0,0.032,21816,28416,38907,c790ae50bbaf209bc86af457e69c4d295841ca8d
f497bda3018958d7ba2d1cd99da3982e.cnf.xz,N,mclique,0,0.032,21816,28416,38907,c790ae50bbaf209bc86af457e69c4d295841ca8d
f497bda3018958d7ba2d1cd99da3982e.cnf.xz,N,cliques,0,0.032,21816,28416,38907,c790ae50bbaf209bc86af457e69c4d295841ca8d
f52a349677a5b5b5315b5954b3181fe3.cnf.xz,N,mit,0,15.476,1432755,1833214,18798968,8811c1af9ffae6a0fac15f24d5bce2280f1c3127
f52a349677a5b5b5315b5954b3181fe3.cnf.xz,N,mclique,0,15.776,1432755,1833214,18798968,599dad4645838ffe490024588657c2e5ab1eedec
f52a349677a5b5b5315b5954b3181fe3.cnf.xz,N,cliques,0,16.087,1432755,1833214,18798968,599dad4645838ffe490024588657c2e5ab1eedec
f8443057c188f6c9cfb711ff3d4aa6ff.cnf.xz,N,mit,0,1.470,105706,105706,0,33850bc158951d0ff50eb81f1e57774dfb10df15
f8443057c188f6c9cfb711ff3d4aa6ff.cnf.xz,N,mclique,0,1.521,105706,105706,0,33850bc158951d0ff50eb81f1e57774dfb10df15
f8443057c188f6c9cfb711ff3d4aa6ff.cnf.xz,N,cliques,0,1.469,105706,105706,0,33850bc158951d0ff50eb81f1e57774dfb10df15
09e0775d2b51c49ec1ec4d214ee7c8c8.cnf.xz,X,mit,0,1.320,339679,339680,1116,9836c90dbf1be680c73c3ddb2aba393d65e13392
09e0775d2b51c49ec1ec4d214ee7c8c8.cnf.xz,X,mclique,0,1.270,339679,339680,1116,9836c90dbf1be680c73c3ddb2aba393d65e13392
09e0775d2b51c49ec1ec4d214ee7c8c8.cnf.xz,X,cliques,0,1.318,339679,339680,1116,9836c90dbf1be680c73c3ddb2aba393d65e13392
37fa67bd34cc613f3fc6954cdee943c1.cnf.xz,X,mit,0,0.165,78594,82182,63684,b2906086e4d5d0c514a72b24528a02e35c827367
37fa67bd34cc613f3fc6954cdee943c1.cnf.xz,X,mclique,0,0.165,78594,82182,63684,b2906086e4d5d0c514a72b24528a02e35c827367
37fa67bd34cc613f3fc6954cdee943c1.cnf.xz,X,cliques,0,0.215,78594,82182,63684,b2906086e4d5d0c514a72b24528a02e35c827367
77bfac6b280653e63013f77d0991484e.cnf.xz,X,mit,0,17.130,4688613,3525345,19906108,bf6e36ef758092e0ad332c6ea9a0535107a519e9
77bfac6b280653e63013f77d0991484e.cnf.xz,X,mclique,0,17.432,4688613,3525345,19906108,bf6e36ef758092e0ad332c6ea9a0535107a519e9
77bfac6b280653e63013f77d0991484e.cnf.xz,X,cliques,0,17.032,4688613,3525345,19906108,bf6e36ef758092e0ad332c6ea9a0535107a519e9
7d311f620f4ebc4adf8f4079899750eb.cnf.xz,X,mit,0,0.008,4941,4061,5081,a82dab505cdebc567739cb570b9abc1c34134aef
7d311f620f4ebc4adf8f4079899750eb.cnf.xz,X,mclique,0,0.008,4941,4061,5081,a82dab505cdebc567739cb570b9abc1c34134aef
7d311f620f4ebc4adf8f4079899750eb.cnf.xz,X,cliques,0,0.008,4941,4061,5081,a82dab505cdebc567739cb570b9abc1c34134aef
97af3e49faef7cf67794928b6690b67c.cnf.xz,X,mit,0,44.690,635898,401373,67930042,1ef8dde362819fcc051f536a1f683eced83889a5
97af3e49faef7cf67794928b6690b67c.cnf.xz,X,mclique,0,44.184,635898,401373,67930042,1ef8dde362819fcc051f536a1f683eced83889a5
97af3e49faef7cf67794928b6690b67c.cnf.xz,X,cliques,0,44.811,635898,401373,67930042,1ef8dde362819fcc051f536a1f683eced83889a5
e67d733d9938c565d6359002333611ff.cnf.xz,X,mit,0,0.016,13501,13446,748,6a369eee76a879f31ff07c07bb15af31699163c1
e67d733d9938c565d6359002333611ff.cnf.xz,X,mclique,0,0.016,13501,13446,748,6a369eee76a879f31ff07c07bb15af31699163c1
e67d733d9938c565d6359002333611ff.cnf.xz,X,cliques,0,0.016,13501,13446,748,6a369eee76a879f31ff07c07bb15af31699163c1
fca71c20202ef404349136c3a00465eb.cnf.xz,X,mit,0,0.315,33572,31996,58823,43dde46744a80a864d083db8a8c4060288c41a80
fca71c20202ef404349136c3a00465eb.cnf.xz,X,mclique,0,0.315,33572,31996,58823,43dde46744a80a864d083db8a8c4060288c41a80
fca71c20202ef404349136c3a00465eb.cnf.xz,X,cliques,0,0.315,33572,31996,58823,43dde46744a80a864d083db8a8c4060288c41a80
