phase,mode,d_conflicts,d_decisions,d_ticks,d_learned,glr,time
0,focused,1000,10798,2974628,958,0.092610,0.27
1,stable,706,1978,2979983,694,0.356926,0.33
2,focused,1000,4686,3301090,989,0.213402,0.61
3,stable,281,1455,3301435,269,0.193127,0.69
4,focused,2354,37757,16521321,2280,0.062346,0.99
5,stable,2435,7795,16530882,2408,0.312380,1.87
6,focused,452,9562,2863252,429,0.047270,1.92
