phase,mode,d_conflicts,d_decisions,d_ticks,d_learned,glr,time
0,focused,1000,2208,590384,985,0.452899,0.09
1,stable,867,1315,590471,858,0.659316,0.11
2,focused,1000,1046,628639,1000,0.956023,0.13
3,stable,784,1197,630750,769,0.654971,0.25
4,focused,157,1282,112270,147,0.122465,0.25
